DipID,AreaNumb,Year,SampDate,SiteVis,SiteDry,NumDips,LarvFnd,TotCnt,AeCnt,AnCnt,CxCnt,VecCnt,Treat,Posttreat,Retreat,LarvDiv
13797,5,2012,6/5/12,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
13873,5,2012,6/7/12,1,1,0,0,0,0,0,0,0,0,0,0,0
13924,5,2012,6/11/12,1,1,0,0,0,0,0,0,0,0,0,0,0
14059,5,2012,6/18/12,1,1,0,0,0,0,0,0,0,0,0,0,0
14267,5,2012,6/25/12,1,1,0,0,0,0,0,0,0,0,0,0,0
14497,5,2012,7/2/12,1,1,0,0,0,0,0,0,0,0,0,0,0
14716,5,2012,7/9/12,1,1,0,0,0,0,0,0,0,0,0,0,0
14934,5,2012,7/16/12,1,1,0,0,0,0,0,0,0,0,0,0,0
15137,5,2012,7/23/12,1,1,0,0,0,0,0,0,0,0,0,0,0
15360,5,2012,7/30/12,1,1,0,0,0,0,0,0,0,0,0,0,0
15615,5,2012,8/6/12,1,0,2,1,8,8,0,0,0,0,0,0,1
15747,5,2012,8/13/12,1,1,0,0,0,0,0,0,0,0,0,0,0
15920,5,2012,8/20/12,1,0,2,1,3,3,0,0,0,0,0,0,1
16119,5,2012,8/27/12,1,1,0,0,0,0,0,0,0,0,0,0,0
16242,5,2013,6/5/13,1,0,0,0,0,0,0,0,0,0,0,0,0
16334,5,2013,6/10/13,1,0,4,1,11,8,0,3,3,0,0,0,2
16426,5,2013,6/17/13,1,0,1,1,1,1,0,0,0,0,0,0,1
16535,5,2013,6/24/13,1,0,2,1,6,6,0,0,0,0,0,0,1
16631,5,2013,7/1/13,1,0,1,1,4,4,0,0,0,0,0,0,1
16787,5,2013,7/15/13,1,1,0,0,0,0,0,0,0,0,0,0,0
16983,5,2013,7/22/13,1,0,1,1,1,1,0,0,0,0,0,0,1
17212,5,2013,7/30/13,1,1,0,0,0,0,0,0,0,0,0,0,0
17436,5,2013,8/5/13,1,1,0,0,0,0,0,0,0,0,0,0,0
17460,5,2013,8/5/13,1,1,0,0,0,0,0,0,0,0,0,0,0
17647,5,2013,8/12/13,1,1,0,0,0,0,0,0,0,0,0,0,0
17861,5,2013,8/19/13,1,1,0,0,0,0,0,0,0,0,0,0,0
18056,5,2013,8/26/13,1,1,0,0,0,0,0,0,0,0,0,0,0
18673,5,2014,6/9/14,1,1,0,0,0,0,0,0,0,0,0,0,0
19456,5,2014,7/11/14,1,1,0,0,0,0,0,0,0,0,0,0,0
20311,5,2014,8/5/14,1,1,0,0,0,0,0,0,0,0,0,0,0
21872,5,2015,6/2/15,1,1,0,0,0,0,0,0,0,0,0,0,0
23317,5,2015,7/30/15,1,1,0,0,0,0,0,0,0,0,0,0,0
24695,5,2016,7/5/16,1,1,0,0,0,0,0,0,0,0,0,0,0
25305,5,2016,7/27/16,1,1,0,0,0,0,0,0,0,0,0,0,0
26073,5,2016,8/30/16,1,1,0,0,0,0,0,0,0,0,0,0,0
26562,5,2017,6/7/17,1,1,0,0,0,0,0,0,0,0,0,0,0
27148,5,2017,7/6/17,1,1,0,0,0,0,0,0,0,0,0,0,0
27808,5,2017,8/1/17,1,1,0,0,0,0,0,0,0,0,0,0,0
29159,5,2018,7/5/18,1,1,0,0,0,0,0,0,0,0,0,0,0
29874,5,2018,8/1/18,1,1,0,0,0,0,0,0,0,0,0,0,0
224,6,2007,5/29/07,1,1,0,0,0,0,0,0,0,0,0,0,0
225,6,2007,5/29/07,1,0,0,0,0,0,0,0,0,0,0,0,0
1020,6,2007,7/17/07,1,0,2,1,20,20,0,0,0,0,0,0,1
1686,6,2007,8/21/07,1,0,3,1,25,25,0,0,0,0,0,0,1
2254,6,2007,9/7/07,1,0,0,0,0,0,0,0,0,0,0,0,0
2094,6,2007,9/11/07,1,0,0,0,0,0,0,0,0,0,0,0,0
3153,6,2008,5/28/08,1,0,0,0,0,0,0,0,0,0,0,0,0
3460,6,2008,6/23/08,1,1,0,0,0,0,0,0,0,0,0,0,0
4291,6,2008,7/17/08,1,1,0,0,0,0,0,0,0,0,0,0,0
5764,6,2009,6/10/09,1,0,2,1,378,371,0,7,7,1,0,0,2
5807,6,2009,6/15/09,1,0,0,0,0,0,0,0,0,0,1,0,0
6346,6,2009,7/8/09,1,1,0,0,0,0,0,0,0,0,1,0,0
7221,6,2009,8/11/09,1,0,3,1,47,47,0,0,0,0,1,0,2
7749,6,2010,5/26/10,1,0,0,0,0,0,0,0,0,0,0,0,0
8584,6,2010,7/7/10,1,0,8,1,153,77,0,76,76,1,0,0,3
8687,6,2010,7/12/10,1,0,0,0,0,0,0,0,0,0,1,0,0
9715,6,2010,8/17/10,1,0,4,1,2,0,0,2,2,0,1,0,1
10305,6,2011,5/31/11,1,1,0,0,0,0,0,0,0,0,0,0,0
13497,6,2011,7/14/11,1,1,0,0,0,0,0,0,0,0,0,0,0
11503,6,2011,8/2/11,1,1,0,0,0,0,0,0,0,0,0,0,0
13871,6,2012,6/7/12,1,1,0,0,0,0,0,0,0,0,0,0,0
14584,6,2012,7/3/12,1,1,0,0,0,0,0,0,0,0,0,0,0
15245,6,2012,7/24/12,1,1,0,0,0,0,0,0,0,0,0,0,0
16243,6,2013,6/5/13,1,0,0,0,0,0,0,0,0,0,0,0,0
17273,6,2013,7/31/13,1,1,0,0,0,0,0,0,0,0,0,0,0
17701,6,2013,8/13/13,1,1,0,0,0,0,0,0,0,0,0,0,0
18674,6,2014,6/9/14,1,1,0,0,0,0,0,0,0,0,0,0,0
18837,6,2014,6/16/14,1,0,0,0,0,0,0,0,0,0,0,0,0
19459,6,2014,7/11/14,1,1,0,0,0,0,0,0,0,0,0,0,0
19561,6,2014,7/14/14,1,0,0,0,0,0,0,0,0,0,0,0,0
20313,6,2014,8/5/14,1,1,0,0,0,0,0,0,0,0,0,0,0
21871,6,2015,6/2/15,1,1,0,0,0,0,0,0,0,0,0,0,0
23316,6,2015,7/30/15,1,1,0,0,0,0,0,0,0,0,0,0,0
24696,6,2016,7/5/16,1,1,0,0,0,0,0,0,0,0,0,0,0
25306,6,2016,7/27/16,1,1,0,0,0,0,0,0,0,0,0,0,0
26078,6,2016,8/30/16,1,1,0,0,0,0,0,0,0,0,0,0,0
26560,6,2017,6/7/17,1,1,0,0,0,0,0,0,0,0,0,0,0
27152,6,2017,7/6/17,1,1,0,0,0,0,0,0,0,0,0,0,0
27807,6,2017,8/1/17,1,1,0,0,0,0,0,0,0,0,0,0,0
29158,6,2018,7/5/18,1,1,0,0,0,0,0,0,0,0,0,0,0
29873,6,2018,8/1/18,1,1,0,0,0,0,0,0,0,0,0,0,0
243,13,2007,5/29/07,1,0,3,1,4,1,0,3,3,0,0,0,2
1010,13,2007,7/17/07,1,0,0,0,0,0,0,0,0,0,0,0,0
1677,13,2007,8/17/07,1,0,0,0,0,0,0,0,0,0,0,0,0
2084,13,2007,9/11/07,1,0,3,1,8,2,1,5,2,0,0,0,4
2341,13,2007,9/21/07,1,0,3,1,7,0,0,7,7,0,0,0,1
3058,13,2008,6/9/08,1,0,10,1,6,0,0,6,6,0,0,0,1
3285,13,2008,6/17/08,1,0,0,0,0,0,0,0,0,0,0,0,0
3452,13,2008,6/23/08,1,0,0,0,0,0,0,0,0,0,0,0,0
3636,13,2008,6/30/08,1,0,6,1,18,0,0,18,18,1,0,0,1
3940,13,2008,7/7/08,1,0,0,0,0,0,0,0,0,0,1,0,0
4211,13,2008,7/14/08,1,0,0,0,0,0,0,0,0,0,1,0,0
4425,13,2008,7/21/08,1,0,0,0,0,0,0,0,0,0,1,0,0
4604,13,2008,7/30/08,1,0,0,0,0,0,0,0,0,0,1,0,0
4649,13,2008,8/4/08,1,0,0,0,0,0,0,0,0,0,1,0,0
4864,13,2008,8/12/08,1,0,0,0,0,0,0,0,0,0,1,0,0
4981,13,2008,8/19/08,1,0,3,1,48,0,0,48,NA,NA,NA,NA,1
5170,13,2008,8/25/08,1,0,0,0,0,0,0,0,0,0,1,0,0
5299,13,2008,9/2/08,1,0,0,0,0,0,0,0,0,0,1,0,0
5365,13,2008,9/8/08,1,0,0,0,0,0,0,0,0,0,1,0,0
5440,13,2008,9/15/08,1,0,3,1,1,0,1,0,0,0,1,0,1
5483,13,2008,9/22/08,1,0,0,0,0,0,0,0,0,0,1,0,0
7053,13,2009,8/4/09,1,0,5,1,94,0,1,93,0,0,0,0,2
7223,13,2009,8/11/09,1,0,5,1,102,91,0,11,11,0,0,0,3
7856,13,2010,6/2/10,1,0,10,1,6,0,0,6,6,0,0,0,1
7984,13,2010,6/10/10,1,0,13,1,1,1,0,0,0,0,0,0,1
8133,13,2010,6/15/10,1,0,8,1,13,0,0,13,13,0,0,0,2
8239,13,2010,6/21/10,1,0,7,1,51,23,1,27,26,1,0,0,5
8479,13,2010,6/28/10,1,0,7,1,78,73,0,5,5,0,1,0,2
8586,13,2010,7/7/10,1,0,0,0,0,0,0,0,0,0,1,0,0
8684,13,2010,7/12/10,1,0,9,1,60,0,8,52,0,0,1,0,2
8830,13,2010,7/19/10,1,0,0,0,0,0,0,0,0,0,1,0,0
9054,13,2010,7/27/10,1,0,10,1,3,3,0,0,0,0,1,0,1
9359,13,2010,8/3/10,1,0,5,1,11,0,1,10,0,0,1,0,2
9576,13,2010,8/10/10,1,0,5,1,332,326,0,6,6,0,1,0,3
9713,13,2010,8/17/10,1,0,7,1,13,8,1,4,2,0,1,0,4
9894,13,2010,8/24/10,1,0,4,1,22,1,4,17,1,0,1,0,4
13404,13,2011,5/24/11,1,0,5,1,3,2,0,1,1,0,0,0,2
10299,13,2011,5/31/11,1,0,0,0,0,0,0,0,0,0,0,0,0
10926,13,2011,6/7/11,1,0,5,1,71,0,0,71,71,1,0,0,1
13463,13,2011,6/10/11,1,0,0,0,0,0,0,0,0,0,1,0,0
10501,13,2011,6/13/11,1,0,0,0,0,0,0,0,0,0,1,0,0
10942,13,2011,6/20/11,1,0,10,1,3,1,0,2,2,0,1,0,2
10648,13,2011,6/27/11,1,0,0,0,0,0,0,0,0,0,1,0,0
10814,13,2011,7/7/11,1,0,0,0,0,0,0,0,0,0,1,0,0
10821,13,2011,7/7/11,1,0,0,0,0,0,0,0,0,0,1,0,0
10804,13,2011,7/11/11,1,0,0,0,0,0,0,0,0,0,1,0,0
10962,13,2011,7/18/11,1,0,0,0,0,0,0,0,0,0,1,0,0
11242,13,2011,7/25/11,1,0,0,0,0,0,0,0,0,0,1,0,0
11532,13,2011,8/1/11,1,0,0,0,0,0,0,0,0,0,1,0,0
11684,13,2011,8/9/11,1,0,0,0,0,0,0,0,0,0,1,0,0
11784,13,2011,8/16/11,1,0,0,0,0,0,0,0,0,0,1,0,0
11785,13,2011,8/23/11,1,0,0,0,0,0,0,0,0,0,1,0,0
13551,13,2011,9/6/11,1,0,0,0,0,0,0,0,0,0,1,0,0
13666,13,2012,5/29/12,1,0,3,1,5,5,0,0,0,0,0,0,1
13774,13,2012,6/4/12,1,0,0,0,0,0,0,0,0,0,0,0,0
13925,13,2012,6/11/12,1,0,0,0,0,0,0,0,0,0,0,0,0
14060,13,2012,6/18/12,1,1,0,0,0,0,0,0,0,0,0,0,0
14266,13,2012,6/25/12,1,1,0,0,0,0,0,0,0,0,0,0,0
14496,13,2012,7/2/12,1,1,0,0,0,0,0,0,0,0,0,0,0
14715,13,2012,7/9/12,1,1,0,0,0,0,0,0,0,0,0,0,0
14933,13,2012,7/16/12,1,1,0,0,0,0,0,0,0,0,0,0,0
15136,13,2012,7/23/12,1,0,3,1,14,0,0,14,14,1,0,0,1
15359,13,2012,7/30/12,1,0,0,0,0,0,0,0,0,0,1,0,0
15614,13,2012,8/6/12,1,0,0,0,0,0,0,0,0,0,1,0,0
15746,13,2012,8/13/12,1,0,0,0,0,0,0,0,0,0,1,0,0
15919,13,2012,8/20/12,1,0,0,0,0,0,0,0,0,0,1,0,0
16118,13,2012,8/27/12,1,1,0,0,0,0,0,0,0,0,1,0,0
16277,13,2013,6/3/13,1,0,0,0,0,0,0,0,0,0,0,0,0
16333,13,2013,6/10/13,1,0,0,0,0,0,0,0,0,0,0,0,0
16425,13,2013,6/17/13,1,0,0,0,0,0,0,0,0,0,0,0,0
16534,13,2013,6/24/13,1,0,0,0,0,0,0,0,0,0,0,0,0
16630,13,2013,7/1/13,1,0,0,0,0,0,0,0,0,0,0,0,0
16786,13,2013,7/15/13,1,0,0,0,0,0,0,0,0,0,0,0,0
16982,13,2013,7/22/13,1,0,1,1,6,6,0,0,0,0,0,0,1
17211,13,2013,7/30/13,1,1,0,0,0,0,0,0,0,0,0,0,0
17435,13,2013,8/5/13,1,1,0,0,0,0,0,0,0,0,0,0,0
17459,13,2013,8/5/13,1,1,0,0,0,0,0,0,0,0,0,0,0
17646,13,2013,8/12/13,1,1,0,0,0,0,0,0,0,0,0,0,0
17839,13,2013,8/19/13,1,1,0,0,0,0,0,0,0,0,0,0,0
18055,13,2013,8/26/13,1,0,4,1,30,30,0,0,0,0,0,0,1
18287,13,2014,5/22/14,1,0,10,1,15,0,0,15,15,0,0,0,1
18461,13,2014,6/3/14,1,0,0,0,0,0,0,0,0,0,0,0,0
18665,13,2014,6/9/14,1,0,15,1,2,1,0,0,0,0,0,0,1
18885,13,2014,6/17/14,1,0,10,1,3,0,2,1,0,0,0,0,2
19058,13,2014,6/24/14,1,0,10,1,18,17,0,1,1,0,0,0,4
19249,13,2014,7/1/14,1,0,10,1,36,35,0,1,1,0,0,0,3
19409,13,2014,7/9/14,1,0,0,0,0,0,0,0,0,0,0,0,0
19655,13,2014,7/17/14,1,0,10,1,5,0,0,5,NA,NA,NA,NA,1
19970,13,2014,7/22/14,1,0,6,1,45,0,0,45,NA,NA,NA,NA,1
20148,13,2014,7/29/14,1,0,3,1,65,0,0,65,NA,NA,NA,NA,1
20309,13,2014,8/5/14,1,0,0,0,0,0,0,0,0,0,0,0,0
20544,13,2014,8/12/14,1,0,10,1,13,9,0,4,0,0,0,0,2
20673,13,2014,8/19/14,1,0,10,1,33,0,0,33,NA,NA,NA,NA,1
20860,13,2014,8/26/14,1,0,0,0,0,0,0,0,0,0,0,0,0
20925,13,2014,9/2/14,1,0,0,0,0,0,0,0,0,0,0,0,0
21787,13,2015,5/28/15,1,0,10,1,1,1,0,0,0,0,0,0,1
21987,13,2015,6/8/15,1,0,0,0,0,0,0,0,0,0,0,0,0
22035,13,2015,6/15/15,1,0,0,0,0,0,0,0,0,0,0,0,0
22317,13,2015,6/24/15,1,0,0,0,0,0,0,0,0,0,0,0,0
22496,13,2015,7/6/15,1,0,0,0,0,0,0,0,0,0,0,0,0
22748,13,2015,7/13/15,1,0,0,0,0,0,0,0,0,0,0,0,0
22962,13,2015,7/20/15,1,0,4,1,11,11,0,0,0,0,0,0,1
23169,13,2015,7/27/15,1,0,0,0,0,0,0,0,0,0,0,0,0
23379,13,2015,8/3/15,1,0,3,1,11,5,0,6,6,0,0,0,2
23585,13,2015,8/10/15,1,0,2,1,30,30,0,0,0,0,0,0,1
23733,13,2015,8/18/15,1,0,0,0,0,0,0,0,0,0,0,0,0
23981,13,2015,8/31/15,1,0,0,0,0,0,0,0,0,0,0,0,0
24111,13,2016,5/31/16,1,0,0,0,0,0,0,0,0,0,0,0,0
24238,13,2016,6/7/16,1,0,4,1,4,0,0,4,NA,NA,NA,NA,1
24336,13,2016,6/14/16,1,0,5,1,2,0,0,2,NA,NA,NA,NA,1
24688,13,2016,7/5/16,1,1,0,0,0,0,0,0,0,0,0,0,0
24856,13,2016,7/12/16,1,1,0,0,0,0,0,0,0,0,0,0,0
25096,13,2016,7/19/16,1,1,0,0,0,0,0,0,0,0,0,0,0
25274,13,2016,7/26/16,1,0,0,0,0,0,0,0,0,0,0,0,0
25451,13,2016,8/2/16,1,0,0,0,0,0,0,0,0,0,0,0,0
25616,13,2016,8/9/16,1,0,0,0,0,0,0,0,0,0,0,0,0
25780,13,2016,8/16/16,1,0,0,0,0,0,0,0,0,0,0,0,0
25922,13,2016,8/23/16,1,0,0,0,0,0,0,0,0,0,0,0,0
26072,13,2016,8/30/16,1,0,0,0,0,0,0,0,0,0,0,0,0
26566,13,2017,6/7/17,1,0,0,0,0,0,0,0,0,0,0,0,0
27158,13,2017,7/6/17,1,0,10,1,8,5,1,2,1,0,0,0,4
27814,13,2017,8/1/17,1,0,10,1,13,0,7,6,0,0,0,0,2
28525,13,2017,8/29/17,1,0,8,1,22,0,6,16,0,0,0,0,2
29168,13,2018,7/5/18,1,1,0,0,0,0,0,0,0,0,0,0,0
29879,13,2018,8/1/18,1,1,0,0,0,0,0,0,0,0,0,0,0
29861,26,2018,7/31/18,1,0,0,0,0,0,0,0,0,0,0,0,0
30,81,2007,5/24/07,1,0,2,1,100,0,0,100,100,1,0,0,1
480,81,2007,6/14/07,1,0,2,1,50,0,0,50,50,1,1,1,1
500,81,2007,6/19/07,1,0,0,0,0,0,0,0,0,0,1,0,0
889,81,2007,6/29/07,1,0,0,0,0,0,0,0,0,0,1,0,0
902,81,2007,6/29/07,1,0,0,0,0,0,0,0,0,0,1,0,0
1074,81,2007,7/16/07,1,0,3,1,70,0,0,70,70,1,1,1,2
1319,81,2007,7/30/07,1,0,3,1,200,0,0,200,200,1,1,1,1
1521,81,2007,8/7/07,1,0,0,0,0,0,0,0,0,0,1,0,0
1594,81,2007,8/13/07,1,0,0,0,0,0,0,0,0,0,1,0,0
1733,81,2007,8/23/07,1,0,0,0,0,0,0,0,0,0,1,0,0
2171,81,2007,9/14/07,1,0,3,1,4,0,0,4,4,0,1,0,1
2342,81,2007,9/21/07,1,0,3,1,30,0,0,30,30,1,1,1,1
2391,81,2007,9/28/07,1,0,0,0,0,0,0,0,0,0,1,0,0
3880,81,2008,5/28/08,1,0,0,0,0,0,0,0,0,0,0,0,0
2974,81,2008,5/30/08,1,0,4,1,1,0,0,1,1,0,0,0,1
3892,81,2008,6/5/08,1,0,0,0,0,0,0,0,0,0,0,0,0
3904,81,2008,6/13/08,1,0,0,0,0,0,0,0,0,0,0,0,0
3916,81,2008,6/19/08,1,0,0,0,0,0,0,0,0,0,0,0,0
3604,81,2008,6/26/08,1,0,0,0,0,0,0,0,0,0,0,0,0
4154,81,2008,6/26/08,1,0,0,0,0,0,0,0,0,0,0,0,0
4143,81,2008,7/3/08,1,0,0,0,0,0,0,0,0,0,0,0,0
4377,81,2008,7/10/08,1,0,5,1,3,0,0,3,3,0,0,0,1
4389,81,2008,7/17/08,1,0,0,0,0,0,0,0,0,0,0,0,0
4808,81,2008,7/24/08,1,0,5,1,29,0,0,29,29,1,0,0,2
4569,81,2008,7/28/08,1,0,0,0,0,0,0,0,0,0,1,0,0
4809,81,2008,7/31/08,1,0,5,1,19,0,0,19,19,1,1,1,2
4651,81,2008,8/4/08,1,0,0,0,0,0,0,0,0,0,1,0,0
4927,81,2008,8/7/08,1,0,0,0,0,0,0,0,0,0,1,0,0
4928,81,2008,8/14/08,1,0,0,0,0,0,0,0,0,0,1,0,0
5064,81,2008,8/20/08,1,0,0,0,0,0,0,0,0,0,1,0,0
5246,81,2008,8/27/08,1,0,0,0,0,0,0,0,0,0,1,0,0
5343,81,2008,9/5/08,1,0,0,0,0,0,0,0,0,0,1,0,0
5679,81,2009,5/28/09,1,0,10,1,3,0,0,2,2,0,0,0,3
5712,81,2009,6/8/09,1,0,0,0,0,0,0,0,0,0,0,0,0
5962,81,2009,6/18/09,1,0,5,1,27,0,0,27,27,1,0,0,1
6123,81,2009,6/25/09,1,0,5,1,43,0,0,43,43,1,1,1,1
6146,81,2009,6/29/09,1,0,0,0,0,0,0,0,0,0,1,0,0
6258,81,2009,7/1/09,1,0,0,0,0,0,0,0,0,0,1,0,0
6469,81,2009,7/9/09,1,0,0,0,0,0,0,0,0,0,1,0,0
6661,81,2009,7/16/09,1,0,5,1,39,12,0,27,27,1,1,1,2
6676,81,2009,7/20/09,1,0,0,0,0,0,0,0,0,0,1,0,0
6841,81,2009,7/23/09,1,0,0,0,0,0,0,0,0,0,1,0,0
7107,81,2009,7/29/09,1,0,0,0,0,0,0,0,0,0,1,0,0
7193,81,2009,8/10/09,1,0,0,0,0,0,0,0,0,0,1,0,0
7615,81,2009,8/21/09,1,0,5,1,83,0,0,83,83,1,1,1,1
