k__Bacteria;p__Chloroflexi	0.027195294	0.01136141	0	0.009805844	0.011288226	0.00046952	0.002131021	0	0.002925486	0.004112898	0.003076537	0.003254844	0	0.00141203	0	0	0.004738316	0.00171556	0.002329521	0.001193317	0.003748235	0.000481072	0.003163004	0.006496357	0.007523251	0.00062133	0.002497309	0.005123555	0.002151694	0.074007877	0.001768868	0.002720927	0.013770241	0.000861326	0.000434735	0.000933973	0.003756228	0.002041463	0.002197158	0.000369413	0	0.004074691	0	0.002971348	0.004392829	0.016265506	0.003359731	0	0.002436054	0	0.000234412	0.011166904	0.00970587	0.001394408	0.003037494	0.006709239	0.0045191	0.003147192	0.000366473	0	0.001122253	0.003691829	0.001919693	0.000928936	0	0.028095371	0.006665365	0.000938086	0.00172117	0.001167542	0.003258036	0.002854188	0.000674569	0.005807118	0.009245671	0.001017087	0.005640158	0.000711828	0.007232452	0.013425822	0.005841924	0.003612606	0.026140516	0.009009278	0.000452574	0.01461363
k__Bacteria;p__TM6	0.006814118	0.000685602	0	0.000784468	0	0	0	0.001429388	0	0.000718125	0	0	0	0	0.001305483	0.00021265	0.000287171	0	0	0	0.001070924	0.00503275	0.002290451	0	0.001362479	6.21E-05	0	9.07E-05	0	0.001456327	0.000884434	0.000236602	0.000892516	0.000861326	0	0.000155662	0.000306631	0.001161522	0.020799766	0.000554119	0.000422119	0.002232222	0.001776988	0.000919703	0	0.000410745	0	0.007782101	0	0	0	0	0.000506393	0.001254968	0.000189843	0.000646674	0	0.00145255	0	0	0.000289614	0.00029146	0.001599744	0	0	0.000278862	0.001538161	0	0.000700137	0	0	0.000289555	0.002312807	0.000427518	0.000366892	0	0.001316037	0	0.000279515	0.000447527	0.000171821	0.001998463	0.002829188	0.001282778	0.000150858	0.001354434
k__Bacteria;p__Spirochaetes	0.001934118	0.010381978	0	0.00228803	0.001436683	0.000626027	0.000293934	0	0.001032525	0.008856876	0.000313932	0.000305142	0.000247872	0.005688466	0	0.000273407	0	0.000514668	0	0	0	0.0053658	0.003653815	0.001580195	0.009478111	0.000248532	0	0.000680118	0.024072082	0.020223083	0.000884434	0.00201112	0.001105019	0	0	0.000259437	0.000383289	0.0059484	0.002490113	0	0.000703532	0.000425185	0	0.000212239	0.004365374	0.000985788	0.004799616	0	0	0.0005077	0.000293015	0.001498913	0.000253197	0.000766925	0.002183199	0.000161668	0	0.000403486	0.000287943	0.004129528	0.003221953	0.000388614	0.00255959	0	0	0.010875627	0.000585966	0.003752345	0.001400274	0	0.001216334	0.001861427	0	0.004524564	0.002714999	0	0.001504042	0.000711828	0.002061423	0.001566346	0.007646048	0.001152959	0.004066957	0.005489096	0.000905148	0.000499002
k__Bacteria;p__Nitrospirae	0.000338824	0.000979432	0	0	0.000410481	0	0	0	0.000114725	0.00015233	0.000146502	0	0	0.000161375	0	0	0	0.000514668	0	0.002386635	0	0.000111017	0	0.00254587	0.000414667	0	0.000129171	0	0	0.004302784	0	0	0.000510009	0	0	0	0	0	0	0	0	0	0	0	8.24E-05	0.008543498	0	0	0	0	0	0	0.001434781	0	0.00056953	0.000161668	0	0	0	0	0	0	0	0	0	0	9.77E-05	0	0	0	0	0	0	0	0.00132081	0	0	0	0.002969847	0.004475274	0	0	0.000147354	0.00014916	0	0
k__Bacteria;p__Acidobacteria	0.012823529	0.025563173	0	0.011701641	0.009646302	0.002504108	0.006282838	0.000571755	0.005392073	0.006615455	0.000648793	0.000355999	0	0.004316779	0	0.000941734	0.003015292	0.006862241	0.002858958	0.002386635	0.007155722	0.001110165	0.002563124	0.011500307	0.006456963	0.000217466	0.001205597	0.003990025	0.002689618	0.042630656	0.004127358	0.00094641	0.006077606	0.002583979	0	0.001219354	0.001993101	0.00253423	0.000146477	0	0.000281413	0.000921234	0	0.002263884	0.000411828	0.03598127	0.00599952	0	0	0.000270773	0	0.015064079	0.01122505	0.006762881	0.008542952	0.001778353	0.000170532	0.010087153	0.001073242	0.001451468	0.002280708	0.002914602	0	0	0	0.016383157	0.005469017	0.00174216	0.000379241	0.002918856	0.001303215	0.005832472	0.000385468	0.007089672	0.018638098	0	0.002820079	0.002669356	0.006463785	0.010964422	0.015979381	0.00253651	0.022279854	0.00671221	0.002300585	0.01176219
k__Bacteria;p__Planctomycetes	0.041929412	0.035063663	0	0.010982546	0.010125197	0.002817122	0.002939339	0.000857633	0.010784145	0.01451483	0.024465792	0.001118853	0.002974469	0.00302578	0.003916449	0.000151893	0.016153349	0.003259564	0.005294367	0.005966587	0.025166723	0.000481072	0.00359928	0.019752436	0.010070493	0.001646525	0.008051668	0.010927227	0.002286175	0.004302784	0.002948113	0.004850349	0.020145353	0.000861326	0.000434735	0.001426904	0.007819088	0.003062194	0.016844881	0.005725896	0.000984944	0.01438543	0.023100844	0.018040325	0.004639925	0.061858211	0.006079514	0.01848249	0	6.77E-05	0.001465073	0.035374354	0.010929654	0.035139092	0.008258187	0.041306281	0.027881992	0.032520981	0.004921208	4.09E-05	0.001556674	0.030214709	0.000959846	0.001857873	0.003091873	0.023494144	0.026417306	0.000536049	0.028851483	0.008756567	0.033709818	0.073050672	0.001541871	0.005237094	0.019665395	0.093368592	0.004324121	0.002491399	0.02029978	0.016558514	0.00524055	0.00699462	0.014499587	0.013513917	0.000829719	0.01603935
k__Bacteria;p__Actinobacteria	0.086672941	0.021645446	0	0.02163823	0.02743381	0.064950309	0.029687328	0.009433962	0.012906557	0.021304376	0.062430673	0.005339979	0.00258889	0.085649736	0.014360313	0.009508476	0.016943068	0.014925373	0.016836086	0.007756563	0.024582583	0.003145469	0.013797241	0.070933193	0.049878562	0.012488738	0.056146394	0.039310814	0.135960194	0.010624566	0.020341981	0.228203005	0.123464661	0.284237726	0.017932833	0.008587365	0.037332311	0.003906937	0.030760217	0.034355375	0.062192205	0.003932962	0.109729009	0.024266006	0.000604014	0.040335168	0.013678906	0.126459144	0.000696015	0.009070909	0.059599156	0.01693772	0.015444993	0.044342188	0.012244898	0.110985369	0.070600273	0.086184635	0.012041254	0.003925096	0.006190493	0.047702322	0.052151656	0.138411519	0.077738516	0.023633575	0.076029103	0.000848745	0.112372006	0.20607122	0.060469157	0.040041365	0.010503999	0.024974171	0.042265923	0.061025224	0.002632074	0.01026219	0.083924391	0.027075408	0.024054983	0.012605688	0.019981139	0.06154351	0.008184047	0.076347305
k__Bacteria;p__WS5	0.000687059	0.002350637	0	0.000588351	0.000410481	0.000939041	0	0.000428816	0	0.001523296	0	0.001474851	0	0.000524468	0	0	0.000287171	0	0	0.004176611	0.000389427	0.000703105	0.001090691	0	0.00130324	0	0	0.002131036	0	0	0.009139151	0	0.001190021	0	0.000217368	0.000233493	0	0.000457569	0.004833748	0	0	0.000425185	0	0	0	0	0.002159827	0	0.000290006	0	0.000527426	0	0.000421994	0	0	0.001455016	0	0.002824403	0	0	0.000398219	0.00058292	0.000959846	0	0	0.000697156	0.001684653	0.000491379	0.000379241	0	0.000217202	0.000206825	0.004336513	0.000427518	0.000366892	0	0	0.000177957	0.000419273	0	0.000171821	0.004919293	0.001797713	0.000924793	0	0.002352438
k__Bacteria;p__Gemmatimonadetes	0.000870588	0.001567091	0	0.003660849	0.000684135	0.00023476	0.002020796	0	0.001606149	0.001414489	0.000544149	0.000305142	0	0.008754589	0	0	0	0.002401784	0.002435409	0	0	0	0	0	0	0.000124266	0	0	0.004168908	0.003243637	0	0	0.00059501	0	0	0.000233493	0.000843235	0	0.000146477	0	0	0.005208518	0	0.000141493	0.004502649	0.008297051	0	0	0.000174004	0	0.00281294	0.008918534	0.000337595	0.002928258	0.003322259	0	0.004774898	0.005648806	0.000654416	0	0	0.020790829	0	0	0.000441696	0.005925823	9.77E-05	8.93E-05	0.000729309	0.007005254	0.000260643	0.002936918	0	0.004132673	0.002714999	0.002644426	0.001880053	0.000949104	0.001292757	0.000447527	0.001030928	0	0.000795709	8.95E-05	0	0.002566296
k__Bacteria;p__WWE1	0	0	0	0	0	0	0	0	0	0.000456989	6.28E-05	0	0	0	0	0	0	0	0	0	0	0.000222033	0	0	0	0	0	0	0	0.000231688	0	0	0.000765013	0	0	0	0	7.04E-05	0	0	0	0	0	0	0	0	0.000159987	0	0	0	0	0	0	0	0	0	0	0	0	0	7.24E-05	0.000194307	0	0	0	0.001324596	0	0	0	0	0.000304083	0	0	0	0	0	0	0	0	0	0.000343643	0	0.000235766	0.000924793	0	0.000142572
k__Bacteria;p__Elusimicrobia	0.001087059	0	0	0.00084984	0.00020524	0	0	0	0	0.000456989	0	0	0	0.001048937	0	0	0.000143585	0	0	0	0	7.40E-05	0.000272673	0	0.000533144	0	0	0	0	0	0	0.000236602	0	0	0	0	0	0.00119672	0	0	0.000281413	0	0	0	0	0	0	0	0	0	0	0	0	0.002370494	0	0	0	0.000484183	0	6.13E-05	0	0	0.000319949	0	0	0.000139431	4.88E-05	0.000134012	0	0	0	0	0	0	0.000660405	0	0.000564016	0	0.000733727	0	0	0	0.002062949	0.000387817	0	0.000213858
k__Bacteria;p__Armatimonadetes	0.006588235	0.000881489	0	0.00228803	0.003283848	0.003912669	0.00022045	0	0.003900648	0.000456989	0	0.000203428	0	0.000847218	0.001305483	0.000151893	0.003374255	0.003259564	0.00476493	0.002386635	0.003845592	0.000111017	0.00119976	0.005442894	0.002251051	0.000590264	0.001808396	0.000816141	0.002555137	0.001059147	0	0	0.008117642	0	0.000326052	0	0.002069759	0.000879941	0.000366193	0	0	0.007369876	0	0	0.000247097	0.00082149	0.001599872	0	0	0.00010154	0.000820441	0.000224837	0	0.000906365	0.000664452	0	0.000255798	0.002259522	0.000366473	4.09E-05	0	0.008063733	0	0	0	0.000766871	0.068509205	0	0.000175034	0	0.002432667	0.002771458	0.000289101	0.000676903	0.000220135	0.000610252	0	0.000355914	0.000419273	0.000671291	0.006185567	0.003151422	0.000176824	0.002595388	0	0.000285144
k__Bacteria;p__Chlamydiae	0.009731765	0	0	0	0	0.00023476	7.35E-05	0	0.000114725	0.000456989	4.19E-05	0.000152571	0	0	0	0	0.000215378	0	0.000317662	0	0.000632819	0.000222033	0.000818018	0.000263366	0.003850483	0.000186399	0	0.000181365	0	0.00139013	0.001474057	0.000236602	0	0	0	7.78E-05	0.003909544	0.000457569	0.023949026	0.000554119	0	0.002303086	0	0.000424478	0	0.000246447	0.000319974	0	0.000290006	0	0.001933896	0	0	0.002161333	0.001328904	0	0.000255798	0.000968367	0	0	0	0	0.000799872	0	0	0.000557724	0.002221788	0	0.000320896	0	0	0.000455016	0.001927339	0	0.00088054	0	0.000564016	0	0.000139758	0	0.000171821	0.000461184	0.000736768	0.000536977	0	0.001211862
k__Bacteria;p__Fibrobacteres	0.00032	0.006464251	0.002321532	0.00398771	0.001163029	0	0.000808318	0	0	0.001784432	0.000125573	0	0	0.001533062	0	0	0	0	0	0	0	0.00033305	0.000381742	0.000526732	0	6.21E-05	0	0.000136024	0	0.000330983	0	0	0	0	0	0.000259437	0.002453047	0.000703953	0	0.000554119	0.000281413	0	0	0.001061196	0	0.001478682	0.000479962	0	0	0	0.000644632	0	0.000421994	0.003416301	0.001613669	0.000485005	0	0	0	0.002105651	0.000470622	0	0	0.001393405	0	0.006065254	0.000537136	0.002188868	0.001633653	0	0	0	0	0.003242011	0.002861755	0	0.003760105	0.000118638	0.001851787	0.003580219	0	0	0.000707297	0.000775633	0	0.000142572
k__Bacteria;p__GN02	0.002748235	0.009794319	0.005803831	0.000392234	0.000684135	0	0.002718889	0	0	0.003634148	0	0.000508569	0	0.001210312	0	0.00021265	0	0	0	0	0.000924889	0.002294342	0.003381142	0.000877886	0.007345536	0.000341732	0	0.002221718	0.000268962	0.00317744	0.000589623	0.00094641	0.000170003	0	0	0.001115579	0.003296282	0.008341839	0.002416874	0.001477651	0.003236246	0	0	0.018040325	0.001015842	0.001232235	0.00111991	0	0.000232005	0	0	0.000899348	0.000632992	0.019173116	0.002373042	0.001455016	0	0.000161394	0	0.004129528	0.000941245	0	0.008638618	0	0	0.005228667	0.001684653	0.012731171	0.001137723	0	0.001346655	0	0.000481835	0.003669529	0.002054593	0	0.000752021	0.001305018	0.002690332	0.008726785	0.00128866	0.000230592	0.005363669	0.0023269	0.002941731	0.001639578
k__Bacteria;p__Tenericutes	0.004112941	0.00244858	0.001160766	0.000130745	0.000410481	0.000156507	0	0.000428816	0	0.005440341	0.000230217	0.000508569	0.000110166	0	0.00848564	0.003250501	0	0	0	0.002983294	0	0.000851127	0.009979822	0.000790097	0.015164978	0	0.000129171	0.00036273	0.000403443	0.000231688	0.002063679	0	0.000425007	0	0	0.000441043	0.000153315	0.011509627	0.058883844	0.000369413	0	0.000283457	0.003553976	0.000919703	0.000933476	0	0.000799936	0.003891051	0	0.000236927	0	0	0.00223657	0.004322666	0.0078785	0.000565839	0.001193724	0.004115558	0	0.002821163	0.000181009	0	0	0	0	0	0.002172958	0.002099526	8.75E-05	0	0	0.00024819	0.002794642	0.004382058	0.00044027	0	0.002632074	0.000177957	0.000663848	0	0.000429553	0.003996925	0.000707297	0.000894961	0.000490289	0.002994012
k__Bacteria;p__WPS-2	0.001788235	0.000587659	0	0.00084984	0.000547308	0	0.000183709	0	0	0.000696364	6.28E-05	0.000254285	0	0	0.001958225	9.11E-05	0	0	0.000423549	0	0.001411673	0.000148022	0.001417898	0.000175577	0.003139624	0.000465998	0	0.000181365	0	0.004071095	0.001179245	0	0.000680012	0	0	0	0.001763128	0.001407905	0.000292954	0	0	0.000637778	0	0.000565971	0.000906021	0.00164298	0	0	0	0	0	0.000824402	0.001097185	0.001115527	0.000474608	0.000889176	0.00127899	0.001613944	0	0	0	0	0	0	0	0.002161182	0.001245178	0	0	0	0.000434405	8.27E-05	0	0.000213759	0.000146757	0	0.000940026	0	0.000803606	0	0.00128866	0.002075327	0.002711305	0.00101429	0	0.001211862
k__Bacteria;p__Chlorobi	0.001195294	0.002938296	0	0.000784468	0.002599713	0.002504108	0.000881802	0.000285878	0.003097574	0.001022784	0.020091668	0	0.000413121	0.001976843	0	0.000698706	0.000430756	0.001372448	0	0	0	0.000370055	0.005344386	0.000351154	0.002488004	0	0.001980624	0.000725459	0	0.022937146	0	0	0.000977517	0	0	0.000181606	0.000536604	0.001161522	0.000146477	0	0	0.000460617	0	0.000353732	0.001372759	0.001067937	0.000239981	0	0	0	0	0.004196957	0.003586952	0.001394408	0.001233982	0.002182524	0.004860164	0.002340219	0.000261766	0.000163546	0.000506824	0.008743806	0.000799872	0	0	0.004461796	0.000244153	0.000446708	0.001283585	0	0.003518679	0.036028956	0	0.000570024	0.001614323	0	0.000564016	0.001008423	0.000698788	0	0.000945017	0	0.00459743	0.007487843	0.000339431	0
k__Bacteria;p__Fusobacteria	0.000254118	0.007835455	0.038305281	0.001111329	0.000273654	0	0.001543153	0.001143511	0.000630987	0.006680739	0.003850903	0.000966282	0	0.00141203	0.002610966	0.00060757	0.003087084	0	0.000317662	0	0.000146035	0.002775414	0.011234117	0.002809235	0.010070493	0.000652397	0.000645856	0.00036273	0	0.000959852	0.002948113	0.00201112	0.002762548	0.006890612	0.000543419	0.034012194	0.005749329	0.009960931	0.001464772	0.000738825	0.001266357	0.001771605	0.001332741	0.001202688	0.003981001	0.002053725	0.00911927	0	0	0.003418514	0.000175809	0.004047066	0.00371355	0.002719096	0.009682012	0.000808342	0	0.003873467	0	0.017335841	0.00590088	0.00058292	0.001919693	0.001393405	0.000883392	0.001185165	0.002392695	0.008755472	0.001196068	0.002335085	0.000999131	0	0.001734605	0.000356265	0.002127972	0.001627339	0.002444068	0.000652509	0.004926453	0.00425151	0.001632302	0.000922367	0.003477543	0.003997494	0.000942863	0
k__Bacteria;p__FCPU426	2.82E-05	0	0	0.000130745	0	0	0	0	0	0	0	0	0	0.001210312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000316779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000557724	0	8.93E-05	0	0	0	0	0	0	0	0	0	0.000237276	0	0.000447527	0.000515464	0	0.000795709	0	0	0
k__Bacteria;p__SR1	0.000254118	0.001567091	0.001160766	0.000326861	0	0	0	0.000571755	0	0.004722216	0	0.001271423	0	0.000363094	0.026109661	0.002065739	0	0	0	0.005369928	0.000438105	0.000444066	0.010525168	0.000263366	0.006990107	0	0	0.001450918	0	0.000926753	0.003832547	0	0.000340006	0	0.000652103	0.000103775	0.001763128	0.00654676	0.001757727	0.001292944	0.000844238	0.000637778	0	0.005376724	0	0	0.001439885	0	0	0	0.000468823	0	0.001856775	0.002370494	0.002278121	0.000323337	0	0	0	8.18E-05	0.000687833	0	0.007038874	0	0	0.000557724	0.003247229	0.000848745	0.000583448	0	0.000695048	0	0.006456587	0.00071253	0.000366892	0.000610252	0.000564016	0.000296595	0.000454212	0	0.001975945	0.00292083	0.001561947	0.002356732	0.002074298	0
k__Bacteria;p__ZB3	1.41E-05	0.000391773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000111017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__	0.001981176	0.000587659	0	0	0.000136827	0.00046952	0.000183709	0.000428816	0	0.002306705	0.000167431	0	0	0.000201719	0	0.00021265	0	0	0	0	9.74E-05	0.000629094	0.001581502	0.000263366	0.01937089	6.21E-05	0.000473628	0.000136024	0.000403443	0.003243637	0	0	0.00055251	0	0	0	0	0.003132589	0.000878863	0	0.000422119	0	0	0.000212239	0	0.000164298	0.000959923	0	0	0	0	0.001124185	0.000210997	0.000906365	0	0	0	0	0	0.000408864	0.000253412	0.00029146	0	0.001857873	0	0.001324596	0.00051272	0.000134012	0.000233379	0	0.000130321	0.000289555	0	7.13E-05	0.00044027	0	0.001692047	0.000177957	0.000489151	0.001118819	0.001975945	0.002459646	0.003035483	0.001849587	0	0.000285144
k__Bacteria;p__FBP	0.003887059	0	0	0	0	0	7.35E-05	0	0	0	0	0	0	0	0	0.000394921	0	0.000514668	0	0.002386635	0.007642506	0	0	0	0.000473906	0	0	0	0	0	0	0	0	0	0.000869471	0.000285381	0.000306631	0.000246383	0	0	0	0.000460617	0	0	0	0	0.000399968	0	0	0.00020308	0	0	0	0	0.003037494	0.000323337	0	0	0	0	0	0	0	0	0	0.000139431	0.000317398	0	0	0	0	0	0	0	0	0	0	0.000177957	0.000174697	0	0.001718213	0.001306687	5.89E-05	5.97E-05	7.54E-05	0
